DATA,STAGIONE,ANNO,STATO_RESIDENZA,Totale
200604,PRIMAVERA,2006,STATI UNITI D'AMERICA,2985.10048738
200604,PRIMAVERA,2006,SVEZIA,1368.21529412
200604,PRIMAVERA,2006,SVIZZERA,668.006413603
200604,PRIMAVERA,2006,UNGHERIA,1016.99856436
200605,PRIMAVERA,2006,ARGENTINA,2327.39943529
200605,PRIMAVERA,2006,AUSTRALIA,2874.45146847
200605,PRIMAVERA,2006,AUSTRIA,696.724025696
200605,PRIMAVERA,2006,BELGIO,1038.00707792
200605,PRIMAVERA,2006,BRASILE,1760.05877679
200605,PRIMAVERA,2006,CANADA,2250.47064103
200605,PRIMAVERA,2006,"CECA, REPUBBLICA",588.104970588
200605,PRIMAVERA,2006,CINA REP.POP.,4372.2392
200605,PRIMAVERA,2006,DANIMARCA,1466.1759863
200605,PRIMAVERA,2006,FINLANDIA,1346.86082192
200605,PRIMAVERA,2006,FRANCIA,782.3641875
200605,PRIMAVERA,2006,GERMANIA,1011.19409381
200605,PRIMAVERA,2006,GIAPPONE,2224.25243243
200605,PRIMAVERA,2006,GRECIA,1270.24691358
200605,PRIMAVERA,2006,INDIA,824.190922078
200605,PRIMAVERA,2006,IRLANDA,1115.81512605
200605,PRIMAVERA,2006,MESSICO,1598.98047619
200605,PRIMAVERA,2006,NORVEGIA,1581.12598718
200605,PRIMAVERA,2006,OLANDA,1511.98680352
200605,PRIMAVERA,2006,POLONIA,1123.94921053
200605,PRIMAVERA,2006,PORTOGALLO,1655.29941176
200605,PRIMAVERA,2006,REGNO UNITO,1063.55012756
200605,PRIMAVERA,2006,ROMANIA,1655.38616541
200605,PRIMAVERA,2006,RUSSIA,1558.54
200605,PRIMAVERA,2006,"SLOVACCA, REPUBBLICA",1246.2554717
200605,PRIMAVERA,2006,SLOVENIA,48.6106557377
200605,PRIMAVERA,2006,SPAGNA,1537.3779
200605,PRIMAVERA,2006,STATI UNITI D'AMERICA,2828.56665471
200605,PRIMAVERA,2006,SVEZIA,1486.48675652
200605,PRIMAVERA,2006,SVIZZERA,517.896040053
200605,PRIMAVERA,2006,UNGHERIA,624.614809917
200606,ESTATE,2006,ARGENTINA,1957.21592
200606,ESTATE,2006,AUSTRALIA,2395.05856989
200606,ESTATE,2006,AUSTRIA,776.942182752
200606,ESTATE,2006,BELGIO,1178.60537569
200606,ESTATE,2006,BRASILE,1809.69835165
200606,ESTATE,2006,CANADA,1831.65468874
200606,ESTATE,2006,"CECA, REPUBBLICA",998.126213592
200606,ESTATE,2006,CINA REP.POP.,1852.88572917
200606,ESTATE,2006,DANIMARCA,1523.31003955
200606,ESTATE,2006,FINLANDIA,1104.00166667
200606,ESTATE,2006,FRANCIA,804.476186896
200606,ESTATE,2006,GERMANIA,1126.78701295
200606,ESTATE,2006,GIAPPONE,1894.77148936
200606,ESTATE,2006,GRECIA,1176.32297872
200606,ESTATE,2006,INDIA,758.551457143
200606,ESTATE,2006,IRLANDA,1159.28
200606,ESTATE,2006,MESSICO,2107.16962963
200606,ESTATE,2006,NORVEGIA,2279.30365359
200606,ESTATE,2006,OLANDA,1494.10047073
200606,ESTATE,2006,POLONIA,1283.34880663
200606,ESTATE,2006,PORTOGALLO,1388.9875
200606,ESTATE,2006,REGNO UNITO,1428.24144757
200606,ESTATE,2006,ROMANIA,1824.87090909
200606,ESTATE,2006,RUSSIA,2020.67037736
200606,ESTATE,2006,"SLOVACCA, REPUBBLICA",1106.04125
200606,ESTATE,2006,SLOVENIA,51.5243902439
200606,ESTATE,2006,SPAGNA,1505.99193407
200606,ESTATE,2006,STATI UNITI D'AMERICA,2574.33708666
200606,ESTATE,2006,SVEZIA,1489.46337267
200606,ESTATE,2006,SVIZZERA,606.768797967
200606,ESTATE,2006,UNGHERIA,1048.22807018
200607,ESTATE,2006,ARGENTINA,1887.83741053
200607,ESTATE,2006,AUSTRALIA,2249.12465187
200607,ESTATE,2006,AUSTRIA,885.020086957
200607,ESTATE,2006,BELGIO,1326.59822695
200607,ESTATE,2006,BRASILE,1920.52398551
200607,ESTATE,2006,CANADA,2054.09029724
200607,ESTATE,2006,"CECA, REPUBBLICA",1128.41691781
200607,ESTATE,2006,CINA REP.POP.,2468.1425283
200607,ESTATE,2006,DANIMARCA,1692.87371975
200607,ESTATE,2006,FINLANDIA,1014.27777778
200607,ESTATE,2006,FRANCIA,979.581384743
200607,ESTATE,2006,GERMANIA,1139.03040743
200607,ESTATE,2006,GIAPPONE,2038.48964238
200607,ESTATE,2006,GRECIA,1058.7285567
200607,ESTATE,2006,INDIA,891.895825
200607,ESTATE,2006,IRLANDA,2054.54492414
200607,ESTATE,2006,MESSICO,1605.94642857
200607,ESTATE,2006,NORVEGIA,2094.50512329
200607,ESTATE,2006,OLANDA,1501.41867021
200607,ESTATE,2006,POLONIA,1373.37349524
200607,ESTATE,2006,PORTOGALLO,1215.28455882
200607,ESTATE,2006,REGNO UNITO,1589.56127917
200607,ESTATE,2006,ROMANIA,1811.98820276
200607,ESTATE,2006,RUSSIA,1970.49483333
200607,ESTATE,2006,"SLOVACCA, REPUBBLICA",1299.63956522
200607,ESTATE,2006,SLOVENIA,71.7424191617
200607,ESTATE,2006,SPAGNA,1405.94445161
200607,ESTATE,2006,STATI UNITI D'AMERICA,2605.69160773
200607,ESTATE,2006,SVEZIA,1590.52073991
200607,ESTATE,2006,SVIZZERA,791.682285998
200607,ESTATE,2006,UNGHERIA,1081.61077844
200608,ESTATE,2006,ARGENTINA,2071.02688608
200608,ESTATE,2006,AUSTRALIA,1921.02999403
200608,ESTATE,2006,AUSTRIA,744.996433962
200608,ESTATE,2006,BELGIO,1197.18773913
200608,ESTATE,2006,BRASILE,1959.21813187
200608,ESTATE,2006,CANADA,2232.23894172
200608,ESTATE,2006,"CECA, REPUBBLICA",982.011235955
200608,ESTATE,2006,CINA REP.POP.,3049.58076923
200608,ESTATE,2006,DANIMARCA,1537.3004183
200608,ESTATE,2006,FINLANDIA,1187.05376344
200608,ESTATE,2006,FRANCIA,1017.89365775
200608,ESTATE,2006,GERMANIA,1092.17133764
200608,ESTATE,2006,GIAPPONE,1952.40302649
200608,ESTATE,2006,GRECIA,1389.27099099
200608,ESTATE,2006,INDIA,1239.93709091
200608,ESTATE,2006,IRLANDA,1956.13666667
200608,ESTATE,2006,MESSICO,1811.22571429
200608,ESTATE,2006,NORVEGIA,1367.69074444
200608,ESTATE,2006,OLANDA,1487.20973392
200608,ESTATE,2006,POLONIA,1772.17960526
200608,ESTATE,2006,PORTOGALLO,1450.09836066
200608,ESTATE,2006,REGNO UNITO,1500.24209242
200608,ESTATE,2006,ROMANIA,1875.33746711
200608,ESTATE,2006,RUSSIA,2791.47066667
200608,ESTATE,2006,"SLOVACCA, REPUBBLICA",1866.39977778
200608,ESTATE,2006,SLOVENIA,96.4231672241
200608,ESTATE,2006,SPAGNA,1399.50179515
200608,ESTATE,2006,STATI UNITI D'AMERICA,2699.09694537
200608,ESTATE,2006,SVEZIA,1519.8822
200608,ESTATE,2006,SVIZZERA,766.324923845
200608,ESTATE,2006,UNGHERIA,952.233082707
200609,AUTUNNO,2006,ARGENTINA,1965.51645161
200609,AUTUNNO,2006,AUSTRALIA,2277.48948946
200609,AUTUNNO,2006,AUSTRIA,793.027234043
200609,AUTUNNO,2006,BELGIO,942.212746725
200609,AUTUNNO,2006,BRASILE,1685.67137607
200609,AUTUNNO,2006,CANADA,1930.80822344
200609,AUTUNNO,2006,"CECA, REPUBBLICA",965.216
200609,AUTUNNO,2006,CINA REP.POP.,3478.33433962
200609,AUTUNNO,2006,DANIMARCA,1459.04468627
200609,AUTUNNO,2006,FINLANDIA,1240.9122807
200609,AUTUNNO,2006,FRANCIA,999.818785634
200609,AUTUNNO,2006,GERMANIA,1036.7753
200609,AUTUNNO,2006,GIAPPONE,1633.67142763
200609,AUTUNNO,2006,GRECIA,1182.349375
200609,AUTUNNO,2006,INDIA,730.9102
200609,AUTUNNO,2006,IRLANDA,1287.70752301
200609,AUTUNNO,2006,MESSICO,2308.18032787
200609,AUTUNNO,2006,NORVEGIA,1117.34348315
200609,AUTUNNO,2006,OLANDA,1496.49276438
200609,AUTUNNO,2006,POLONIA,1347.32730047
200609,AUTUNNO,2006,PORTOGALLO,1063.33333333
200609,AUTUNNO,2006,REGNO UNITO,1358.88363423
200609,AUTUNNO,2006,ROMANIA,1160.31826012
200609,AUTUNNO,2006,RUSSIA,2440.27064211
200609,AUTUNNO,2006,"SLOVACCA, REPUBBLICA",1511.30260274
200609,AUTUNNO,2006,SLOVENIA,64.4386920981
200609,AUTUNNO,2006,SPAGNA,1530.9330781
200609,AUTUNNO,2006,STATI UNITI D'AMERICA,2963.44876155
200609,AUTUNNO,2006,SVEZIA,1248.44528736
200609,AUTUNNO,2006,SVIZZERA,651.172621094
200609,AUTUNNO,2006,UNGHERIA,864.71942446
200610,AUTUNNO,2006,ARGENTINA,2321.43607407
200610,AUTUNNO,2006,AUSTRALIA,2648.71237931
200610,AUTUNNO,2006,AUSTRIA,671.055560748
200610,AUTUNNO,2006,BELGIO,817.41096875
200610,AUTUNNO,2006,BRASILE,2072.54663158
200610,AUTUNNO,2006,CANADA,1937.87872222
200610,AUTUNNO,2006,"CECA, REPUBBLICA",1100.8122069
200610,AUTUNNO,2006,CINA REP.POP.,1940.57507042
200610,AUTUNNO,2006,DANIMARCA,1856.33119149
200610,AUTUNNO,2006,FINLANDIA,1160.19117647
200610,AUTUNNO,2006,FRANCIA,792.259737418
200610,AUTUNNO,2006,GERMANIA,1005.61869181
200610,AUTUNNO,2006,GIAPPONE,2026.6867234
200610,AUTUNNO,2006,GRECIA,1257.73653333
200610,AUTUNNO,2006,INDIA,1259.36741818
200610,AUTUNNO,2006,IRLANDA,1113.82165323
200610,AUTUNNO,2006,MESSICO,3335.68021739
200610,AUTUNNO,2006,NORVEGIA,1533.92026027
200610,AUTUNNO,2006,OLANDA,1431.25565414
200610,AUTUNNO,2006,POLONIA,1458.29251799
200610,AUTUNNO,2006,PORTOGALLO,1053.07142857
200610,AUTUNNO,2006,REGNO UNITO,1168.01589358
200610,AUTUNNO,2006,ROMANIA,1188.16417073
200610,AUTUNNO,2006,RUSSIA,1840.890625
200610,AUTUNNO,2006,"SLOVACCA, REPUBBLICA",1713.03022222
200610,AUTUNNO,2006,SLOVENIA,64.3829787234
200610,AUTUNNO,2006,SPAGNA,1358.96039638
200610,AUTUNNO,2006,STATI UNITI D'AMERICA,2947.83798738
200610,AUTUNNO,2006,SVEZIA,1051.94304348
200610,AUTUNNO,2006,SVIZZERA,540.287504749
200610,AUTUNNO,2006,UNGHERIA,739.4
200611,AUTUNNO,2006,ARGENTINA,2435.07204545
200611,AUTUNNO,2006,AUSTRALIA,2228.53285315
200611,AUTUNNO,2006,AUSTRIA,495.379256
200611,AUTUNNO,2006,BELGIO,764.181504274
200611,AUTUNNO,2006,BRASILE,1687.27927536
200611,AUTUNNO,2006,CANADA,1723.40520833
200611,AUTUNNO,2006,"CECA, REPUBBLICA",607.69954386
200611,AUTUNNO,2006,CINA REP.POP.,3032.36365854
200611,AUTUNNO,2006,DANIMARCA,1885.46144068
200611,AUTUNNO,2006,FINLANDIA,767.8526
200611,AUTUNNO,2006,FRANCIA,681.12930615
200611,AUTUNNO,2006,GERMANIA,866.63462877
200611,AUTUNNO,2006,GIAPPONE,1922.01809735
200611,AUTUNNO,2006,GRECIA,680.7595
200611,AUTUNNO,2006,INDIA,1180.3057625
200611,AUTUNNO,2006,IRLANDA,1043.21284211
200611,AUTUNNO,2006,MESSICO,1619.71535714
200611,AUTUNNO,2006,NORVEGIA,1248.823
200611,AUTUNNO,2006,OLANDA,1098.17118343
200611,AUTUNNO,2006,POLONIA,1331.91218519
200611,AUTUNNO,2006,PORTOGALLO,577.363793103
200611,AUTUNNO,2006,REGNO UNITO,966.157884488
200611,AUTUNNO,2006,ROMANIA,942.459386364
200611,AUTUNNO,2006,RUSSIA,1467.12633333
200611,AUTUNNO,2006,"SLOVACCA, REPUBBLICA",1556.33148936
200611,AUTUNNO,2006,SLOVENIA,88.9945652174
200611,AUTUNNO,2006,SPAGNA,1001.18007021
200611,AUTUNNO,2006,STATI UNITI D'AMERICA,2648.87239176
200611,AUTUNNO,2006,SVEZIA,926.422444444
200611,AUTUNNO,2006,SVIZZERA,413.6015875
200611,AUTUNNO,2006,UNGHERIA,653.866865672
200612,INVERNO,2006,ARGENTINA,2623.90165385
200612,INVERNO,2006,AUSTRALIA,1871.17480556
200612,INVERNO,2006,AUSTRIA,467.380417778
200612,INVERNO,2006,BELGIO,751.094692308
200612,INVERNO,2006,BRASILE,1998.20143421
200612,INVERNO,2006,CANADA,1932.82972222
200612,INVERNO,2006,"CECA, REPUBBLICA",598.30147541
200612,INVERNO,2006,CINA REP.POP.,2296.93642857
200612,INVERNO,2006,DANIMARCA,1294.4299434
200612,INVERNO,2006,FINLANDIA,876.131875
200612,INVERNO,2006,FRANCIA,710.207246612
200612,INVERNO,2006,GERMANIA,763.849041775
200612,INVERNO,2006,GIAPPONE,1951.31401
200612,INVERNO,2006,GRECIA,726.491666667
200612,INVERNO,2006,INDIA,1346.16124043
200612,INVERNO,2006,IRLANDA,1093.88234646
200612,INVERNO,2006,MESSICO,1333.76065217
200612,INVERNO,2006,NORVEGIA,1409.19604348
200612,INVERNO,2006,OLANDA,934.370201005
200612,INVERNO,2006,POLONIA,1468.43605505
200612,INVERNO,2006,PORTOGALLO,582.996
200612,INVERNO,2006,REGNO UNITO,998.990917526
200612,INVERNO,2006,ROMANIA,1099.36761157
200612,INVERNO,2006,RUSSIA,1468.1963125
200612,INVERNO,2006,"SLOVACCA, REPUBBLICA",1130.15638889
200612,INVERNO,2006,SLOVENIA,73.9457364341
200612,INVERNO,2006,SPAGNA,1014.30251089
200612,INVERNO,2006,STATI UNITI D'AMERICA,2701.6348717
200612,INVERNO,2006,SVEZIA,1232.09019672
200612,INVERNO,2006,SVIZZERA,405.872857965
200612,INVERNO,2006,UNGHERIA,529.475294118
200701,INVERNO,2007,ARGENTINA,2640.05084746
200701,INVERNO,2007,AUSTRALIA,2294.81770866
200701,INVERNO,2007,AUSTRIA,412.865
200701,INVERNO,2007,BELGIO,747.595505618
200701,INVERNO,2007,BRASILE,2236.80761905
200701,INVERNO,2007,CANADA,1791.23410256
200701,INVERNO,2007,"CECA, REPUBBLICA",542.06779661
200701,INVERNO,2007,CINA REP.POP.,2666.77782609
200701,INVERNO,2007,DANIMARCA,688.454482759
200701,INVERNO,2007,FINLANDIA,1840.25925926
200701,INVERNO,2007,FRANCIA,688.510606061
200701,INVERNO,2007,GERMANIA,806.359604027
200701,INVERNO,2007,GIAPPONE,2837.70912821
200701,INVERNO,2007,GRECIA,1359.08955224
200701,INVERNO,2007,INDIA,1627.89637209
200701,INVERNO,2007,IRLANDA,1536.41579091
200701,INVERNO,2007,MESSICO,1607.42857143
200701,INVERNO,2007,NORVEGIA,956.75862069
200701,INVERNO,2007,OLANDA,697.865335766
200701,INVERNO,2007,POLONIA,1168.4673913
200701,INVERNO,2007,PORTOGALLO,486.68
200701,INVERNO,2007,REGNO UNITO,970.983483081
200701,INVERNO,2007,ROMANIA,1924.82014388
200701,INVERNO,2007,RUSSIA,1696.02475
200701,INVERNO,2007,"SLOVACCA, REPUBBLICA",1147.95555556
200701,INVERNO,2007,SLOVENIA,69.4006968641
200701,INVERNO,2007,SPAGNA,1229.85902778
200701,INVERNO,2007,STATI UNITI D'AMERICA,3120.06901935
200701,INVERNO,2007,SVEZIA,1658.4965641
200701,INVERNO,2007,SVIZZERA,463.509483696
200701,INVERNO,2007,UNGHERIA,738.416666667
200702,INVERNO,2007,ARGENTINA,2227.6712766
200702,INVERNO,2007,AUSTRALIA,1703.48997297
200702,INVERNO,2007,AUSTRIA,474.657004831
200702,INVERNO,2007,BELGIO,858.115798658
200702,INVERNO,2007,BRASILE,2009.1677193
200702,INVERNO,2007,CANADA,1892.82788406
200702,INVERNO,2007,"CECA, REPUBBLICA",723.869347826
200702,INVERNO,2007,CINA REP.POP.,1829.870625
200702,INVERNO,2007,DANIMARCA,744.394607143
200702,INVERNO,2007,FINLANDIA,1828.83552632
200702,INVERNO,2007,FRANCIA,655.029070201
200702,INVERNO,2007,GERMANIA,786.991062267
200702,INVERNO,2007,GIAPPONE,2116.93951351
200702,INVERNO,2007,GRECIA,1305.92702381
200702,INVERNO,2007,INDIA,2063.03091667
200702,INVERNO,2007,IRLANDA,1422.43511801
200702,INVERNO,2007,MESSICO,2761.7125
200702,INVERNO,2007,NORVEGIA,945.663757576
200702,INVERNO,2007,OLANDA,665.169021858
200702,INVERNO,2007,POLONIA,956.90265
200702,INVERNO,2007,PORTOGALLO,762.515151515
200702,INVERNO,2007,REGNO UNITO,916.954464032
200702,INVERNO,2007,ROMANIA,2009.61756757
200702,INVERNO,2007,RUSSIA,1439.42123077
200702,INVERNO,2007,"SLOVACCA, REPUBBLICA",1256.31136364
200702,INVERNO,2007,SLOVENIA,53.2972972973
200702,INVERNO,2007,SPAGNA,1183.25789568
200702,INVERNO,2007,STATI UNITI D'AMERICA,3228.7019701
200702,INVERNO,2007,SVEZIA,1273.81766667
200702,INVERNO,2007,SVIZZERA,386.850099502
200702,INVERNO,2007,UNGHERIA,683.392810127
200703,PRIMAVERA,2007,ARGENTINA,2343.93628205
200703,PRIMAVERA,2007,AUSTRALIA,2066.45223611
200703,PRIMAVERA,2007,AUSTRIA,569.170996656
200703,PRIMAVERA,2007,BELGIO,810.7819375
200703,PRIMAVERA,2007,BRASILE,1984.54829412
200703,PRIMAVERA,2007,CANADA,1541.24605983
200703,PRIMAVERA,2007,"CECA, REPUBBLICA",641.686868687
200703,PRIMAVERA,2007,CINA REP.POP.,2021.14352941
200703,PRIMAVERA,2007,DANIMARCA,935.127876404
200703,PRIMAVERA,2007,FINLANDIA,1424.80285714
200703,PRIMAVERA,2007,FRANCIA,675.461288413
200703,PRIMAVERA,2007,GERMANIA,798.567317439
200703,PRIMAVERA,2007,GIAPPONE,1382.78440157
200703,PRIMAVERA,2007,GRECIA,1099.55237313
200703,PRIMAVERA,2007,INDIA,1445.4474359
200703,PRIMAVERA,2007,IRLANDA,1372.0980339
200703,PRIMAVERA,2007,MESSICO,2624.98787879
200703,PRIMAVERA,2007,NORVEGIA,1285.96383333
200703,PRIMAVERA,2007,OLANDA,681.024747525
200703,PRIMAVERA,2007,POLONIA,979.68574
200703,PRIMAVERA,2007,PORTOGALLO,900.474655172
200703,PRIMAVERA,2007,REGNO UNITO,848.25153675
200703,PRIMAVERA,2007,ROMANIA,1642.64519394
200703,PRIMAVERA,2007,RUSSIA,1466.1882069
200703,PRIMAVERA,2007,"SLOVACCA, REPUBBLICA",1342.78571429
200703,PRIMAVERA,2007,SLOVENIA,79.1908602151
200703,PRIMAVERA,2007,SPAGNA,1086.07353659
200703,PRIMAVERA,2007,STATI UNITI D'AMERICA,2678.53668496
200703,PRIMAVERA,2007,SVEZIA,1420.06389011
200703,PRIMAVERA,2007,SVIZZERA,368.543889493
200703,PRIMAVERA,2007,UNGHERIA,808.501769784
200704,PRIMAVERA,2007,ARGENTINA,2034.1439697
200704,PRIMAVERA,2007,AUSTRALIA,2742.73707246
200704,PRIMAVERA,2007,AUSTRIA,729.844522968
200704,PRIMAVERA,2007,BELGIO,921.778432836
200704,PRIMAVERA,2007,BRASILE,1549.4835283
200704,PRIMAVERA,2007,CANADA,1880.67528834
200704,PRIMAVERA,2007,"CECA, REPUBBLICA",557.62195122
200704,PRIMAVERA,2007,CINA REP.POP.,1513.76305882
200704,PRIMAVERA,2007,DANIMARCA,1240.25908421
200704,PRIMAVERA,2007,FINLANDIA,1198.25037037
200704,PRIMAVERA,2007,FRANCIA,794.45432767
200704,PRIMAVERA,2007,GERMANIA,867.206139248
200704,PRIMAVERA,2007,GIAPPONE,2438.55937
200704,PRIMAVERA,2007,GRECIA,1343.75309278
200704,PRIMAVERA,2007,INDIA,1386.71964706
200704,PRIMAVERA,2007,IRLANDA,1718.7736
200704,PRIMAVERA,2007,MESSICO,2617.763
200704,PRIMAVERA,2007,NORVEGIA,1337.37844068
200704,PRIMAVERA,2007,OLANDA,1046.14403941
200704,PRIMAVERA,2007,POLONIA,1325.67067097
200704,PRIMAVERA,2007,PORTOGALLO,1220.29045455
200704,PRIMAVERA,2007,REGNO UNITO,1242.31249887
200704,PRIMAVERA,2007,ROMANIA,1706.81691608
200704,PRIMAVERA,2007,RUSSIA,1681.31215625
200704,PRIMAVERA,2007,"SLOVACCA, REPUBBLICA",1287.67727273
200704,PRIMAVERA,2007,SLOVENIA,127.259911894
200704,PRIMAVERA,2007,SPAGNA,1226.4471448
200704,PRIMAVERA,2007,STATI UNITI D'AMERICA,2697.41929584
200704,PRIMAVERA,2007,SVEZIA,1599.3419375
200704,PRIMAVERA,2007,SVIZZERA,565.934081967
200704,PRIMAVERA,2007,UNGHERIA,800.305256098
200705,PRIMAVERA,2007,ARGENTINA,2654.32064198
200705,PRIMAVERA,2007,AUSTRALIA,3159.30896471
200705,PRIMAVERA,2007,AUSTRIA,808.14986376
200705,PRIMAVERA,2007,BELGIO,1000.8822093
200705,PRIMAVERA,2007,BRASILE,1474.71617647
200705,PRIMAVERA,2007,CANADA,1856.67384577
200705,PRIMAVERA,2007,"CECA, REPUBBLICA",761.403285714
200705,PRIMAVERA,2007,CINA REP.POP.,1760.69205128
200705,PRIMAVERA,2007,DANIMARCA,1251.43048193
200705,PRIMAVERA,2007,FINLANDIA,1164.46666667
200705,PRIMAVERA,2007,FRANCIA,922.121217337
200705,PRIMAVERA,2007,GERMANIA,934.863347459
200705,PRIMAVERA,2007,GIAPPONE,3419.55749412
200705,PRIMAVERA,2007,GRECIA,1530.00867925
200705,PRIMAVERA,2007,INDIA,1347.3099661
200705,PRIMAVERA,2007,IRLANDA,1761.37833333
200705,PRIMAVERA,2007,MESSICO,1810.35312766
200705,PRIMAVERA,2007,NORVEGIA,1147.52926744
200705,PRIMAVERA,2007,OLANDA,1323.8657716
200705,PRIMAVERA,2007,POLONIA,1261.27358784
200705,PRIMAVERA,2007,PORTOGALLO,1476.3776087
200705,PRIMAVERA,2007,REGNO UNITO,1234.45630217
200705,PRIMAVERA,2007,ROMANIA,1747.461
200705,PRIMAVERA,2007,RUSSIA,2467.6858
200705,PRIMAVERA,2007,"SLOVACCA, REPUBBLICA",1788.63846154
200705,PRIMAVERA,2007,SLOVENIA,120.644067797
200705,PRIMAVERA,2007,SPAGNA,1350.00200358
200705,PRIMAVERA,2007,STATI UNITI D'AMERICA,2881.87454622
200705,PRIMAVERA,2007,SVEZIA,1762.02705435
200705,PRIMAVERA,2007,SVIZZERA,655.519521327
200705,PRIMAVERA,2007,UNGHERIA,885.823947368
200706,ESTATE,2007,ARGENTINA,2544.87073684
200706,ESTATE,2007,AUSTRALIA,2621.56162376
200706,ESTATE,2007,AUSTRIA,785.415132924
200706,ESTATE,2007,BELGIO,1213.88402247
200706,ESTATE,2007,BRASILE,2532.41922222
200706,ESTATE,2007,CANADA,1739.7750885
200706,ESTATE,2007,"CECA, REPUBBLICA",803.43919708
200706,ESTATE,2007,CINA REP.POP.,2655.67536585
200706,ESTATE,2007,DANIMARCA,1840.50107042
200706,ESTATE,2007,FINLANDIA,1346.523
200706,ESTATE,2007,FRANCIA,796.493578529
200706,ESTATE,2007,GERMANIA,995.354333984
200706,ESTATE,2007,GIAPPONE,3022.95865714
200706,ESTATE,2007,GRECIA,1279.30896907
200706,ESTATE,2007,INDIA,2168.63893939
200706,ESTATE,2007,IRLANDA,2082.69545856
200706,ESTATE,2007,MESSICO,2107.99591837
200706,ESTATE,2007,NORVEGIA,1680.84023913
200706,ESTATE,2007,OLANDA,1336.64222707
200706,ESTATE,2007,POLONIA,1088.90994012
200706,ESTATE,2007,PORTOGALLO,1356.042
200706,ESTATE,2007,REGNO UNITO,1237.48701377
200706,ESTATE,2007,ROMANIA,2050.8036
200706,ESTATE,2007,RUSSIA,2311.72603774
200706,ESTATE,2007,"SLOVACCA, REPUBBLICA",1231.45329508
200706,ESTATE,2007,SLOVENIA,138.455782313
200706,ESTATE,2007,SPAGNA,1275.22848568
200706,ESTATE,2007,STATI UNITI D'AMERICA,2862.29442977
200706,ESTATE,2007,SVEZIA,1379.67366805
200706,ESTATE,2007,SVIZZERA,625.997319648
200706,ESTATE,2007,UNGHERIA,1174.76065094
200707,ESTATE,2007,ARGENTINA,2592.60609756
200707,ESTATE,2007,AUSTRALIA,2364.32914106
200707,ESTATE,2007,AUSTRIA,814.14080083
200707,ESTATE,2007,BELGIO,1641.18130312
200707,ESTATE,2007,BRASILE,2242.65984
200707,ESTATE,2007,CANADA,2105.64376806
200707,ESTATE,2007,"CECA, REPUBBLICA",929.021420765
200707,ESTATE,2007,CINA REP.POP.,2583.94652222
200707,ESTATE,2007,DANIMARCA,1762.61207084
200707,ESTATE,2007,FINLANDIA,1312.70876423
200707,ESTATE,2007,FRANCIA,1088.82482583
200707,ESTATE,2007,GERMANIA,1097.16750413
200707,ESTATE,2007,GIAPPONE,3052.9844878
200707,ESTATE,2007,GRECIA,1282.70546392
200707,ESTATE,2007,INDIA,2469.2942623
200707,ESTATE,2007,IRLANDA,1620.85562712
200707,ESTATE,2007,MESSICO,2090.59451429
200707,ESTATE,2007,NORVEGIA,1871.20381081
200707,ESTATE,2007,OLANDA,1448.24947218
200707,ESTATE,2007,POLONIA,1289.85365049
200707,ESTATE,2007,PORTOGALLO,1151.10781609
200707,ESTATE,2007,REGNO UNITO,1464.31905552
200707,ESTATE,2007,ROMANIA,2135.00338514
200707,ESTATE,2007,RUSSIA,2140.56258065
200707,ESTATE,2007,"SLOVACCA, REPUBBLICA",1421.54868421
200707,ESTATE,2007,SLOVENIA,142.899497487
200707,ESTATE,2007,SPAGNA,1446.19221743
200707,ESTATE,2007,STATI UNITI D'AMERICA,2860.84993329
200707,ESTATE,2007,SVEZIA,1756.69633333
200707,ESTATE,2007,SVIZZERA,813.872014963
200707,ESTATE,2007,UNGHERIA,1641.06724832
200708,ESTATE,2007,ARGENTINA,2678.56576404
200708,ESTATE,2007,AUSTRALIA,2792.35964431
200708,ESTATE,2007,AUSTRIA,722.845977011
200708,ESTATE,2007,BELGIO,1854.4579395
200708,ESTATE,2007,BRASILE,3441.48617284
200708,ESTATE,2007,CANADA,2463.21226159
200708,ESTATE,2007,"CECA, REPUBBLICA",1098.10401869
200708,ESTATE,2007,CINA REP.POP.,2339.04920635
200708,ESTATE,2007,DANIMARCA,1694.90654819
200708,ESTATE,2007,FINLANDIA,899.43175
200708,ESTATE,2007,FRANCIA,1170.49844967
200708,ESTATE,2007,GERMANIA,1193.88206187
200708,ESTATE,2007,GIAPPONE,2390.68342149
200708,ESTATE,2007,GRECIA,1095.41734043
200708,ESTATE,2007,INDIA,2610.35878049
200708,ESTATE,2007,IRLANDA,1285.10545918
200708,ESTATE,2007,MESSICO,2038.92813793
200708,ESTATE,2007,NORVEGIA,1672.13905405
200708,ESTATE,2007,OLANDA,1381.29629139
200708,ESTATE,2007,POLONIA,1407.76634737
200708,ESTATE,2007,PORTOGALLO,1440.39396396
200708,ESTATE,2007,REGNO UNITO,1576.0064139
200708,ESTATE,2007,ROMANIA,1561.10722981
200708,ESTATE,2007,RUSSIA,2483.34557143
200708,ESTATE,2007,"SLOVACCA, REPUBBLICA",1303.72413793
200708,ESTATE,2007,SLOVENIA,199.328888889
200708,ESTATE,2007,SPAGNA,1444.70947948
200708,ESTATE,2007,STATI UNITI D'AMERICA,2762.39228728
200708,ESTATE,2007,SVEZIA,1376.42014535
200708,ESTATE,2007,SVIZZERA,811.194916404
200708,ESTATE,2007,UNGHERIA,1505.17318868
